customer_id,name,surname,gender,birthdate,transaction_amount,date,merchant_name,category,year,month,day_name,age
550536,Kelly,Cherry,Unknown,1951-11-02,2232.2,2023-02-22,"Parker, Murray And Schwartz",Travel,2023,February,Wednesday,71
426551,Valerie,Mullins,M,1983-10-25,117.42,2023-06-16,Wolfe-Hopkins,Clothing,2023,June,Friday,39
234841,George,Jenkins,F,2002-10-20,64.51,2023-02-01,Gomez Group,Restaurant,2023,February,Wednesday,20
708393,Kevin,Perry,F,1991-10-23,310.46,2023-09-08,Simpson Ltd,Electronics,2023,September,Friday,31
153661,Alexis,Smith,F,1956-10-31,11.07,2023-06-13,Johnson Llc,Restaurant,2023,June,Tuesday,66
213397,Matthew,Davenport,F,1984-10-24,119.71,2023-02-07,Moyer And Sons,Cosmetic,2023,February,Tuesday,38
230673,Kim,Higgins,F,1951-11-02,1501.17,2023-02-05,Mcmahon Llc,Travel,2023,February,Sunday,71
579581,Jean,Bailey,F,1949-11-02,11.72,2023-09-26,Gentry And Sons,Restaurant,2023,September,Tuesday,73
458474,Susan,Mejia,F,1996-10-21,17.21,2023-03-11,Porter Group,Restaurant,2023,March,Saturday,26
977193,Jeffrey,Alexander,F,1976-10-26,120.21,2023-02-19,Henry Group,Cosmetic,2023,February,Sunday,46
926652,Sonya,Moore,M,1980-10-25,234.67,2023-09-05,Pugh-Smith,Clothing,2023,September,Tuesday,42
417252,Paul,Vance,F,1993-10-22,2514.02,2023-05-09,Anderson-Vega,Travel,2023,May,Tuesday,29
329909,Daniel,Thompson,F,1972-10-27,299.45,2023-10-09,David-Smith,Clothing,2023,October,Monday,50
301559,Jesus,Mosley,F,1953-11-01,251.92,2023-07-23,Williams-Page,Market,2023,July,Sunday,69
138084,Dawn,Parker,F,1955-11-01,2437.67,2023-07-16,Hall-Woods,Travel,2023,July,Sunday,67
282972,James,Johnson,F,1978-10-26,55.94,2023-01-04,Matthews-Fritz,Cosmetic,2023,January,Wednesday,44
540337,Kimberly,Landry,M,1954-11-01,1928.83,2023-02-22,"Smith, Sexton And Quinn",Travel,2023,February,Wednesday,68
173710,Tyler,Rodriguez,M,1951-11-02,65.73,2023-04-07,"Green, Leach And Torres",Restaurant,2023,April,Friday,71
212453,Kristen,Edwards,F,1988-10-23,27.52,2023-08-22,Johnson-Newman,Cosmetic,2023,August,Tuesday,34
701017,William,Rangel,M,1985-10-24,1701.15,2023-07-11,Johnson Plc,Travel,2023,July,Tuesday,37
259428,Brett,Nixon,Unknown,1952-11-01,495.95,2023-08-29,Anderson-Pace,Electronics,2023,August,Tuesday,70
920423,James,Hartman,M,1972-10-27,297.16,2023-07-12,Lee-Bolton,Clothing,2023,July,Wednesday,50
390736,Jennifer,Hancock,F,1990-10-23,11.23,2023-08-14,"Boyer, Wilson And Morris",Cosmetic,2023,August,Monday,32
27774,Megan,Wilson,M,1966-10-29,159.86,2023-08-06,"Huffman, Gomez And Burnett",Clothing,2023,August,Sunday,56
978066,Mia,Hubbard,F,1953-11-01,942.95,2023-08-30,Collins-Bradley,Electronics,2023,August,Wednesday,69
918283,Michelle,Hall,M,1982-10-25,1291.9,2023-01-17,Wood-Rice,Travel,2023,January,Tuesday,40
777764,Katherine,Brown,F,1959-10-31,70.31,2023-06-18,"Scott, Luna And Baker",Restaurant,2023,June,Sunday,63
573549,Eric,Logan,M,1949-11-02,176.65,2023-09-27,Jacobson Group,Market,2023,September,Wednesday,73
686096,Dana,Ewing,F,1990-10-23,195.47,2023-07-14,Scott Group,Cosmetic,2023,July,Friday,32
249040,Michael,Jackson,M,1985-10-24,251.86,2023-08-09,Gilbert-Allen,Travel,2023,August,Wednesday,37
714708,Lynn,Cook,M,1977-10-26,57.46,2023-07-22,Brown-Bush,Clothing,2023,July,Saturday,45
441584,Daniel,Cunningham,M,1975-10-27,96.72,2023-06-04,Dixon Ltd,Cosmetic,2023,June,Sunday,47
683262,John,Kim,F,1973-10-27,282.94,2023-03-12,Thomas-Pham,Market,2023,March,Sunday,49
544370,Katherine,Miller,F,1996-10-21,601.38,2023-09-18,"Cooper, Brooks And Michael",Electronics,2023,September,Monday,26
316308,Elizabeth,Lopez,M,1956-10-31,305.91,2023-09-03,Yu-Owen,Market,2023,September,Sunday,66
593625,Raymond,Johns,F,1964-10-29,35.31,2023-06-03,Baldwin-Davis,Restaurant,2023,June,Saturday,58
91453,Patricia,Nolan,M,1957-10-31,194.2,2023-06-22,Hall Inc,Clothing,2023,June,Thursday,65
993622,Michele,Scott,F,1966-10-29,657.7,2023-08-06,"Gay, Reed And Martin",Travel,2023,August,Sunday,56
580384,Kevin,Vazquez,F,2004-10-19,747.27,2023-02-28,"Molina, Berry And Crawford",Electronics,2023,February,Tuesday,18
735946,Julie,Campbell,F,1959-10-31,59.53,2023-01-05,Sherman And Sons,Clothing,2023,January,Thursday,63
926181,Matthew,Martin,F,2001-10-20,85.59,2023-05-19,"Brown, Robles And Edwards",Clothing,2023,May,Friday,21
766993,Carol,Lewis,F,1961-10-30,53.9,2023-03-24,Mitchell-Levy,Cosmetic,2023,March,Friday,61
481922,Michael,Humphrey,F,1981-10-25,147.64,2023-03-14,Coffey-Le,Cosmetic,2023,March,Tuesday,41
680051,Linda,Summers,F,1956-10-31,86.98,2023-09-06,Moore-Dickson,Restaurant,2023,September,Wednesday,66
758415,Judith,Charles,M,1948-11-02,1969.58,2023-07-15,Kelly Ltd,Travel,2023,July,Saturday,74
856820,Teresa,Bailey,M,2002-10-20,215.78,2023-02-12,Pierce-Moore,Clothing,2023,February,Sunday,20
66858,Margaret,Cooper,F,1959-10-31,156.71,2023-08-11,"King, Cuevas And Black",Clothing,2023,August,Friday,63
262908,Suzanne,Petersen,M,1963-10-30,1979.35,2023-09-29,Branch-Hunter,Travel,2023,September,Friday,59
29306,Vanessa,Martinez,M,1992-10-22,2105.93,2023-06-25,"Farmer, Daniels And Sanchez",Travel,2023,June,Sunday,30
490071,Carla,Gordon,F,1953-11-01,226.88,2023-03-08,"Malone, Miller And Chase",Travel,2023,March,Wednesday,69
43037,Maria,Rivera,M,1965-10-29,1206.32,2023-08-17,Hampton-Juarez,Travel,2023,August,Thursday,57
26348,Theresa,Thompson,F,1988-10-23,1996.31,2023-01-28,Hill Group,Travel,2023,January,Saturday,34
269466,Ronald,Khan,F,1967-10-29,295.76,2023-03-29,"Jennings, Carroll And Brown",Clothing,2023,March,Wednesday,55
704043,Kristine,Matthews,F,1976-10-26,57.71,2023-03-01,Coleman Llc,Clothing,2023,March,Wednesday,46
263953,Michael,Hayes,F,1954-11-01,51.34,2023-02-26,"Harding, Villarreal And Matthews",Restaurant,2023,February,Sunday,68
343956,Michael,Fernandez,M,1991-10-23,1419.18,2023-01-29,Jordan-Edwards,Travel,2023,January,Sunday,31
188934,Russell,Evans,M,1968-10-28,32.29,2023-06-04,"Gonzalez, Griffith And Michael",Restaurant,2023,June,Sunday,54
578442,Marilyn,Rodriguez,F,1951-11-02,2566.53,2023-02-28,Barnett Inc,Travel,2023,February,Tuesday,71
932810,Scott,Rivera,F,1997-10-21,419.28,2023-04-22,Wells Llc,Electronics,2023,April,Saturday,25
234515,Daniel,Reid,F,1981-10-25,2612.8,2023-01-05,Manning Llc,Travel,2023,January,Thursday,41
932834,Garrett,Allen,F,1948-11-02,52.06,2023-07-06,Price Plc,Cosmetic,2023,July,Thursday,74
604095,Sharon,Coffey,M,1962-10-30,208.25,2023-03-01,"Vasquez, Hansen And Martinez",Clothing,2023,March,Wednesday,60
804893,William,Lopez,F,1948-11-02,378.31,2023-10-05,Matthews-Medina,Electronics,2023,October,Thursday,74
530519,Jeffrey,Nelson,Unknown,1985-10-24,1608.52,2023-09-10,"Carr, Shaw And Davis",Travel,2023,September,Sunday,37
35515,Kevin,Munoz,M,1961-10-30,219.69,2023-08-20,Thompson-Reynolds,Market,2023,August,Sunday,61
155077,Teresa,Hamilton,F,1957-10-31,258.51,2023-07-13,Green-Poole,Market,2023,July,Thursday,65
232827,Tiffany,Mills,M,1956-10-31,297.67,2023-02-14,Morgan Llc,Clothing,2023,February,Tuesday,66
775810,Kyle,Gomez,M,1980-10-25,70.28,2023-08-16,White Inc,Market,2023,August,Wednesday,42
730735,Matthew,Hubbard,F,1948-11-02,150.14,2023-02-15,"Ingram, Estrada And Kennedy",Cosmetic,2023,February,Wednesday,74
211189,Amanda,Miranda,F,1953-11-01,15.52,2023-05-17,Oconnell Ltd,Cosmetic,2023,May,Wednesday,69
153742,Rachael,Cox,M,1965-10-29,58.35,2023-06-26,Baird Group,Restaurant,2023,June,Monday,57
805840,Dustin,Lowe,Unknown,1949-11-02,992.82,2023-01-19,"Buck, Wilson And Green",Electronics,2023,January,Thursday,73
802555,Meredith,Campbell,F,1954-11-01,159.65,2023-02-17,Phillips-Garza,Cosmetic,2023,February,Friday,68
521078,Thomas,Gay,M,1979-10-26,66.66,2023-07-19,Johnson-Smith,Restaurant,2023,July,Wednesday,43
929713,Courtney,Brooks,F,1949-11-02,142.37,2023-02-02,"Fox, Martinez And Schwartz",Travel,2023,February,Thursday,73
62447,Kevin,Lee,M,1983-10-25,36.35,2023-02-18,"Johnson, Trevino And Mcmahon",Restaurant,2023,February,Saturday,39
640483,Cynthia,Cortez,F,1953-11-01,51.65,2023-02-07,"Reeves, Gutierrez And Le",Restaurant,2023,February,Tuesday,69
747367,Travis,Stephens,F,1951-11-02,185.79,2023-04-10,James Plc,Market,2023,April,Monday,71
587716,Eric,Roberts,M,1959-10-31,211.32,2023-06-22,"Kennedy, Robinson And Reyes",Clothing,2023,June,Thursday,63
326183,Karina,Hobbs,M,1992-10-22,516.96,2023-01-10,Miller-Schmidt,Electronics,2023,January,Tuesday,30
589232,Ashley,Rodriguez,F,1993-10-22,123.34,2023-01-06,Fowler-Pena,Electronics,2023,January,Friday,29
399803,Jerry,Smith,F,1987-10-24,415.4,2023-09-11,Paul-Wilson,Market,2023,September,Monday,35
685223,Chase,Hernandez,M,1960-10-30,71.5,2023-02-21,Jennings-Black,Clothing,2023,February,Tuesday,62
420123,Emily,Cruz,Unknown,1973-10-27,62.08,2023-09-24,Phillips-Richardson,Restaurant,2023,September,Sunday,49
582128,Carmen,White,Unknown,1953-11-01,224.9,2023-01-17,"Cruz, Sanchez And Gardner",Electronics,2023,January,Tuesday,69
209275,Benjamin,Gutierrez,M,1968-10-28,188.08,2023-03-01,Thompson Inc,Electronics,2023,March,Wednesday,54
293957,Kelly,Fisher,M,1977-10-26,97.68,2023-01-20,Richardson Group,Restaurant,2023,January,Friday,45
559312,John,Brown,F,1999-10-21,2093.75,2023-01-01,Adams Plc,Travel,2023,January,Sunday,23
525236,Richard,Reed,Unknown,1963-10-30,1189.84,2023-07-05,Davidson-Warren,Travel,2023,July,Wednesday,59
333565,Jessica,Griffin,Unknown,1964-10-29,55.3,2023-06-06,"Walters, Garcia And Martin",Restaurant,2023,June,Tuesday,58
738460,Barbara,Hanson,F,1952-11-01,210.03,2023-06-06,Williams Ltd,Clothing,2023,June,Tuesday,70
808449,Terri,Ward,M,1971-10-28,77.04,2023-03-12,"Hammond, Johnson And Donovan",Restaurant,2023,March,Sunday,51
597427,Ashley,Willis,M,1966-10-29,72.46,2023-05-08,Cook Ltd,Restaurant,2023,May,Monday,56
914669,Victoria,Harris,F,2002-10-20,64.15,2023-07-22,"Bishop, Harrison And Brown",Cosmetic,2023,July,Saturday,20
720502,Jake,Rush,F,1953-11-01,193.3,2023-02-23,"Beltran, Davis And Morales",Clothing,2023,February,Thursday,69
661202,Daniel,Liu,F,1951-11-02,1973.13,2023-07-02,Carpenter-Cline,Travel,2023,July,Sunday,71
540605,Vicki,Vaughn,F,1985-10-24,33.75,2023-02-28,Wyatt Inc,Cosmetic,2023,February,Tuesday,37
230892,Kevin,Alvarez,F,1967-10-29,303.24,2023-08-17,Moore-Delgado,Market,2023,August,Thursday,55
938450,Jared,Henry,M,1988-10-23,194.93,2023-03-31,"Smith, Thomas And Miller",Cosmetic,2023,March,Friday,34
718937,Kelly,Perkins,F,1979-10-26,1238.96,2023-03-04,"Wilson, Clark And Caldwell",Travel,2023,March,Saturday,43
799524,Joyce,Larson,Unknown,1948-11-02,26.22,2023-03-06,Gray-Delgado,Restaurant,2023,March,Monday,74
212828,Katherine,Pierce,F,1950-11-02,1050.43,2023-03-13,Gilmore-Frye,Travel,2023,March,Monday,72
706018,Angela,Garcia,M,1975-10-27,1831.8,2023-09-12,Salas-Nguyen,Travel,2023,September,Tuesday,47
965548,Matthew,Cox,M,1956-10-31,368.47,2023-02-03,Dixon-Roberts,Market,2023,February,Friday,66
322429,Kelly,Fernandez,M,1995-10-22,83.08,2023-03-10,Rodriguez Group,Cosmetic,2023,March,Friday,27
203173,Bryan,Gallegos,Unknown,1962-10-30,846.87,2023-06-01,"Wilcox, Mueller And Frazier",Travel,2023,June,Thursday,60
79837,Crystal,White,F,1971-10-28,1921.82,2023-08-02,Garcia Plc,Travel,2023,August,Wednesday,51
332928,Linda,Olson,M,1965-10-29,130.08,2023-10-13,"Gonzalez, Gomez And Miller",Electronics,2023,October,Friday,57
729759,Adam,Russell,M,1970-10-28,55.2,2023-06-19,Kelly-Rodriguez,Market,2023,June,Monday,52
288117,Deanna,Brown,M,1986-10-24,16.95,2023-07-17,Mercer And Sons,Restaurant,2023,July,Monday,36
814110,Eric,Roberts,F,1968-10-28,287.62,2023-01-03,Gordon-Hughes,Clothing,2023,January,Tuesday,54
961730,Kristen,Hayes,M,1977-10-26,64.67,2023-05-28,Ballard-Joseph,Market,2023,May,Sunday,45
125710,Angel,Silva,M,1970-10-28,371.31,2023-06-05,Cooper-Oneill,Market,2023,June,Monday,52
396337,Stephanie,Mack,M,1997-10-21,1101.35,2023-02-12,Baldwin-Mitchell,Travel,2023,February,Sunday,25
872524,Timothy,Woodard,F,1979-10-26,77.27,2023-02-22,Rocha Llc,Restaurant,2023,February,Wednesday,43
230526,Heather,Cain,Unknown,1983-10-25,1123.9,2023-08-22,Hawkins Plc,Travel,2023,August,Tuesday,39
702556,Jason,Vazquez,M,2004-10-19,181.0,2023-09-24,Carr Llc,Cosmetic,2023,September,Sunday,18
536512,Gregory,Rivera,F,1984-10-24,140.32,2023-03-09,Jones And Sons,Cosmetic,2023,March,Thursday,38
122478,Michael,Garcia,Unknown,1982-10-25,305.57,2023-05-07,Butler Group,Electronics,2023,May,Sunday,40
748258,Daniel,Black,M,1950-11-02,1723.93,2023-03-22,"Owens, Terry And Martin",Travel,2023,March,Wednesday,72
233411,Maria,Long,M,1964-10-29,76.79,2023-09-23,Miranda Inc,Restaurant,2023,September,Saturday,58
328176,Charles,Hubbard,F,2000-10-20,831.38,2023-07-01,"Ortega, Jackson And Mcintyre",Electronics,2023,July,Saturday,22
968238,Nathan,Gentry,M,1949-11-02,70.76,2023-10-09,White-Alvarado,Restaurant,2023,October,Monday,73
652207,Teresa,Thornton,F,1952-11-01,167.88,2023-02-18,Wilson-Martinez,Market,2023,February,Saturday,70
896517,Lindsey,Mcdonald,M,1963-10-30,265.01,2023-02-01,"Andrews, Chandler And Webb",Market,2023,February,Wednesday,59
271343,Crystal,Bennett,F,1953-11-01,2139.44,2023-01-18,"Davis, Carroll And Gonzalez",Travel,2023,January,Wednesday,69
338502,Alicia,Freeman,M,1992-10-22,286.93,2023-02-18,Sanchez Inc,Market,2023,February,Saturday,30
107965,Christian,Sparks,M,1978-10-26,2771.93,2023-05-07,Watkins Inc,Travel,2023,May,Sunday,44
949039,Jose,Kelley,F,1997-10-21,151.07,2023-06-18,"Perkins, White And Medina",Cosmetic,2023,June,Sunday,25
228845,Sheila,Thornton,Unknown,1992-10-22,256.79,2023-01-15,"Smith, Erickson And Payne",Clothing,2023,January,Sunday,30
957317,Shawn,Meyer,Unknown,1965-10-29,366.7,2023-05-11,Smith-Stokes,Travel,2023,May,Thursday,57
535560,Russell,Wallace,M,1964-10-29,51.0,2023-10-06,"Bowers, Mckinney And Estes",Cosmetic,2023,October,Friday,58
688127,Ronnie,Lawrence,M,1970-10-28,139.79,2023-08-03,Jackson Inc,Clothing,2023,August,Thursday,52
733099,Carrie,Perez,M,1975-10-27,49.33,2023-02-13,French Group,Restaurant,2023,February,Monday,47
486425,David,Peterson,F,1950-11-02,270.25,2023-04-09,Freeman-Cox,Electronics,2023,April,Sunday,72
959890,Marilyn,Wilkerson,F,1957-10-31,984.0,2023-09-28,Wagner Plc,Travel,2023,September,Thursday,65
662027,Lydia,Savage,F,1993-10-22,267.62,2023-06-14,"Pugh, Newman And Daniels",Clothing,2023,June,Wednesday,29
989025,Anna,Velasquez,F,1995-10-22,44.05,2023-03-25,Mcdaniel-Long,Restaurant,2023,March,Saturday,27
975373,Jennifer,Harding,M,1978-10-26,49.36,2023-03-22,"Thomas, Odom And Diaz",Clothing,2023,March,Wednesday,44
595156,Debbie,Bradley,F,2001-10-20,68.85,2023-05-07,Mason-Solis,Restaurant,2023,May,Sunday,21
558923,Christopher,Elliott,M,1982-10-25,13.18,2023-03-25,Hickman-Williams,Restaurant,2023,March,Saturday,40
93525,Scott,Valencia,Unknown,1982-10-25,115.84,2023-03-30,Hernandez Plc,Cosmetic,2023,March,Thursday,40
724748,Erica,Haley,M,1996-10-21,29.55,2023-04-06,"Rasmussen, Hicks And Cooke",Restaurant,2023,April,Thursday,26
581729,Jesse,Miller,F,1989-10-23,25.75,2023-08-24,Coleman Group,Restaurant,2023,August,Thursday,33
534871,Jonathan,Hall,F,1984-10-24,869.3,2023-04-18,Ramirez Group,Travel,2023,April,Tuesday,38
785029,Jamie,Vincent,F,1958-10-31,2460.94,2023-07-31,"Baxter, Lamb And Duncan",Travel,2023,July,Monday,64
491832,Helen,Thomas,F,2002-10-20,815.97,2023-03-16,Moore-Smith,Electronics,2023,March,Thursday,20
925662,Misty,Morrison,F,1970-10-28,1692.24,2023-04-11,Miller Plc,Travel,2023,April,Tuesday,52
674958,Sandra,Newman,F,1960-10-30,617.37,2023-01-15,Williams Ltd,Electronics,2023,January,Sunday,62
611753,Cameron,Kelley,M,2002-10-20,38.73,2023-03-04,"Hunter, Riley And Tucker",Restaurant,2023,March,Saturday,20
840656,Diana,Obrien,M,2004-10-19,135.63,2023-10-06,"Miller, Arnold And Bailey",Clothing,2023,October,Friday,18
120909,Daniel,Benson,F,1957-10-31,86.61,2023-07-04,Abbott-Bender,Clothing,2023,July,Tuesday,65
650064,Nathan,Martinez,F,1990-10-23,47.11,2023-08-21,Norman And Sons,Clothing,2023,August,Monday,32
146061,Jennifer,Dawson,F,1979-10-26,139.24,2023-06-22,Short Llc,Cosmetic,2023,June,Thursday,43
308197,Angela,Pitts,F,1952-11-01,448.27,2023-06-04,"Hill, Smith And Calderon",Market,2023,June,Sunday,70
240733,Shane,Baldwin,M,1956-10-31,71.36,2023-02-24,Lee And Sons,Electronics,2023,February,Friday,66
342563,Nina,Mitchell,F,1949-11-02,269.25,2023-02-09,"Carlson, Chan And Davis",Electronics,2023,February,Thursday,73
819006,Maxwell,Horn,F,1997-10-21,68.37,2023-01-10,Long-Boyd,Restaurant,2023,January,Tuesday,25
591095,Sheila,Fuller,M,1992-10-22,78.55,2023-01-03,Brown Plc,Restaurant,2023,January,Tuesday,30
766701,Danielle,Henderson,F,1971-10-28,28.84,2023-09-14,Rodriguez-Walker,Restaurant,2023,September,Thursday,51
192785,Martin,Johnson,Unknown,1993-10-22,187.26,2023-06-18,Hunter-Payne,Cosmetic,2023,June,Sunday,29
753513,Kayla,Vargas,M,1961-10-30,460.76,2023-08-18,Davies-Anderson,Market,2023,August,Friday,61
720828,Luke,Barker,M,1960-10-30,116.73,2023-08-30,"Rangel, Lewis And Wolf",Cosmetic,2023,August,Wednesday,62
732881,Kenneth,Brown,F,1956-10-31,97.41,2023-08-10,Brown Llc,Restaurant,2023,August,Thursday,66
645496,Colleen,Hamilton,F,1970-10-28,138.07,2023-03-24,Lewis-Alexander,Cosmetic,2023,March,Friday,52
282197,Martin,Preston,M,1948-11-02,180.22,2023-05-08,May-Espinoza,Cosmetic,2023,May,Monday,74
144299,Nicholas,Norton,F,1999-10-21,76.24,2023-07-05,Bell Group,Restaurant,2023,July,Wednesday,23
621849,Andrea,Woodward,F,1988-10-23,2837.02,2023-05-29,Hubbard-Richardson,Travel,2023,May,Monday,34
156144,Timothy,Rogers,Unknown,1966-10-29,374.8,2023-04-07,"Preston, Watkins And Hawkins",Electronics,2023,April,Friday,56
363686,Lisa,Murray,F,1958-10-31,227.72,2023-01-15,"Meyer, Miles And Schneider",Electronics,2023,January,Sunday,64
271541,Timothy,Brooks,M,2004-10-19,29.9,2023-02-18,Mckay Plc,Restaurant,2023,February,Saturday,18
419076,Maureen,Leach,F,1968-10-28,2601.27,2023-06-04,Cannon-Lewis,Travel,2023,June,Sunday,54
548320,Jack,Cantu,F,1972-10-27,32.77,2023-06-07,Morris-Branch,Restaurant,2023,June,Wednesday,50
405553,Cynthia,Mercer,M,1982-10-25,440.49,2023-01-24,"Howard, Kirk And Frost",Market,2023,January,Tuesday,40
657568,Shawn,Lopez,M,1997-10-21,51.83,2023-09-14,Lewis-Thomas,Cosmetic,2023,September,Thursday,25
422753,Nicole,West,M,1985-10-24,424.64,2023-01-13,"Cobb, Hanna And Adams",Market,2023,January,Friday,37
47187,Stephen,Johnson,M,1970-10-28,43.67,2023-04-12,Parrish-Kelley,Clothing,2023,April,Wednesday,52
821685,Sean,Pratt,M,1979-10-26,265.17,2023-09-30,"Jackson, Foster And Brown",Market,2023,September,Saturday,43
323651,Maria,Nunez,Unknown,1976-10-26,300.67,2023-07-11,Cordova Inc,Market,2023,July,Tuesday,46
650118,Robert,Rodgers,M,1983-10-25,355.34,2023-05-11,Howell Group,Market,2023,May,Thursday,39
174818,Crystal,Arnold,M,1970-10-28,819.4,2023-07-03,Franklin-Ortiz,Electronics,2023,July,Monday,52
696702,Megan,Hernandez,M,1994-10-22,115.46,2023-08-01,Gordon-Young,Market,2023,August,Tuesday,28
25985,Cynthia,Patel,M,1991-10-23,231.14,2023-02-24,"Martinez, Proctor And Flowers",Clothing,2023,February,Friday,31
704882,Stephanie,Jones,F,1977-10-26,2211.16,2023-08-07,Oneill Inc,Travel,2023,August,Monday,45
653291,Patricia,Lewis,M,1971-10-28,172.11,2023-07-27,Stewart Group,Clothing,2023,July,Thursday,51
287502,Kimberly,Chapman,M,1949-11-02,168.83,2023-09-30,"Smith, Munoz And Underwood",Cosmetic,2023,September,Saturday,73
815839,Christopher,Luna,M,1999-10-21,1603.15,2023-07-04,Ortega-Oliver,Travel,2023,July,Tuesday,23
4800,Michael,Martinez,M,1972-10-27,189.24,2023-06-30,Hall Llc,Electronics,2023,June,Friday,50
882336,Scott,Little,F,1950-11-02,286.91,2023-08-05,"Marsh, Mckay And Mendoza",Clothing,2023,August,Saturday,72
844980,Tyler,Ballard,F,1949-11-02,449.39,2023-04-29,"Mendoza, Robinson And Park",Market,2023,April,Saturday,73
110801,Claudia,Ortega,F,1970-10-28,33.9,2023-07-27,Lara-Mercado,Clothing,2023,July,Thursday,52
241269,Tammy,Cole,F,1987-10-24,178.82,2023-08-07,Vasquez-Barnes,Clothing,2023,August,Monday,35
17397,Lisa,Whitney,F,1987-10-24,567.89,2023-01-12,Harris And Sons,Electronics,2023,January,Thursday,35
951956,Sarah,Wells,F,2000-10-20,296.96,2023-08-24,Henderson Llc,Clothing,2023,August,Thursday,22
270874,Victoria,Hill,M,1989-10-23,350.77,2023-07-08,Pham-Hahn,Market,2023,July,Saturday,33
49268,Taylor,Monroe,Unknown,1992-10-22,30.95,2023-10-14,"Price, Davis And Sims",Restaurant,2023,October,Saturday,30
649121,Blake,Mccormick,F,1970-10-28,76.02,2023-04-29,Soto Inc,Restaurant,2023,April,Saturday,52
36335,Shannon,Moran,M,1958-10-31,125.2,2023-06-05,Wilson Llc,Cosmetic,2023,June,Monday,64
792943,Scott,Hogan,M,1971-10-28,616.9,2023-04-11,"Richardson, Mitchell And Hamilton",Travel,2023,April,Tuesday,51
762629,Miguel,Wood,M,1952-11-01,2485.81,2023-09-26,"Nunez, Ballard And Smith",Travel,2023,September,Tuesday,70
740244,William,Pugh,F,1953-11-01,95.52,2023-08-13,Smith-Payne,Market,2023,August,Sunday,69
491345,Mark,Smith,M,1965-10-29,127.61,2023-01-06,Schneider Llc,Electronics,2023,January,Friday,57
728381,Troy,Love,M,1948-11-02,127.21,2023-02-11,Ramos Llc,Electronics,2023,February,Saturday,74
963534,John,Brown,M,1990-10-23,999.18,2023-03-24,Wilson Inc,Travel,2023,March,Friday,32
614467,Leah,Hunter,F,1995-10-22,63.43,2023-04-06,"James, Johnston And Sanders",Restaurant,2023,April,Thursday,27
259391,Rachel,Deleon,F,1975-10-27,77.12,2023-10-14,Fuller Llc,Restaurant,2023,October,Saturday,47
692447,Ryan,Valdez,F,1964-10-29,69.35,2023-07-24,Adams-Walker,Cosmetic,2023,July,Monday,58
943640,Robert,Simon,M,1975-10-27,122.99,2023-02-18,Walter-Hamilton,Travel,2023,February,Saturday,47
777642,Kristina,Vasquez,F,2000-10-20,54.83,2023-07-27,"Grant, Maldonado And Brown",Restaurant,2023,July,Thursday,22
359077,Charles,Rich,F,1994-10-22,208.91,2023-10-13,Paul-Lewis,Market,2023,October,Friday,28
1246,Jeffrey,Rollins,F,1961-10-30,1428.1,2023-08-13,"Pruitt, Rogers And Hunter",Travel,2023,August,Sunday,61
237379,Melanie,Sanders,F,1984-10-24,67.07,2023-03-25,"Reynolds, Morris And Murray",Clothing,2023,March,Saturday,38
889034,Keith,Mccoy,M,1985-10-24,139.66,2023-07-10,Wheeler Plc,Clothing,2023,July,Monday,37
785338,James,Durham,M,1994-10-22,182.62,2023-08-19,"Taylor, Mueller And Jones",Cosmetic,2023,August,Saturday,28
737693,Dennis,Rodriguez,F,1979-10-26,245.58,2023-03-06,Burnett Ltd,Market,2023,March,Monday,43
143961,Darryl,Olson,F,1975-10-27,88.8,2023-10-11,Joseph-Cameron,Market,2023,October,Wednesday,47
172963,Brandon,Lopez,M,1974-10-27,52.71,2023-09-13,Robertson And Sons,Restaurant,2023,September,Wednesday,48
131089,Cassandra,Huynh,F,1970-10-28,2853.13,2023-07-14,Reed-Brooks,Travel,2023,July,Friday,52
414567,Hailey,Vance,F,1997-10-21,460.64,2023-02-07,Meyer-Ruiz,Electronics,2023,February,Tuesday,25
996996,Tara,Hoffman,F,2001-10-20,780.24,2023-07-02,Frazier Plc,Travel,2023,July,Sunday,21
128870,Christie,White,F,1991-10-23,1742.97,2023-07-16,Dickerson Group,Travel,2023,July,Sunday,31
177230,James,Griffin,F,1990-10-23,484.39,2023-07-24,White-Mcknight,Electronics,2023,July,Monday,32
65624,Alexandria,Ward,F,1989-10-23,482.62,2023-06-28,"Frazier, Barber And Brown",Market,2023,June,Wednesday,33
442426,David,Moore,M,1973-10-27,121.67,2023-04-11,Ford And Sons,Cosmetic,2023,April,Tuesday,49
794252,Jennifer,Prince,M,1975-10-27,286.31,2023-09-05,Moore-Mcdonald,Market,2023,September,Tuesday,47
257512,Elizabeth,Li,M,1997-10-21,29.34,2023-01-10,Daniels And Sons,Clothing,2023,January,Tuesday,25
733870,Kevin,Thompson,M,1991-10-23,80.12,2023-07-08,Donovan-Rhodes,Market,2023,July,Saturday,31
871438,Joshua,Casey,F,1954-11-01,94.8,2023-08-02,Richardson Inc,Restaurant,2023,August,Wednesday,68
63009,Crystal,Brady,M,1988-10-23,262.82,2023-02-21,Brown Plc,Clothing,2023,February,Tuesday,34
10718,Natalie,Jacobson,F,1960-10-30,43.97,2023-04-09,Mccormick Group,Restaurant,2023,April,Sunday,62
674213,Andrea,Gibson,F,1979-10-26,59.82,2023-06-09,Nguyen-Burke,Market,2023,June,Friday,43
